avg_daily_watch_count,late_night_ratio,weekend_ratio,shorts_ratio,sessions_per_day,binge_session_length,category_entropy,cluster
73.3869067386174,0.1771595843299819,0.4009156418580173,0.0256255851345675,4.016532160376074,423.0587461577892,0.0516537800363809,1
73.3178851184671,0.1208378812772372,0.2775599708177315,0.1242308710039776,4.063304368270939,422.9526740609584,0.0514883779620838,3
73.38353242102458,0.1421380754419035,0.2933220326225468,-0.0183302786001156,4.096790865058569,423.1109902978218,-0.0285463057728481,1
73.23012650194029,0.0624518473719918,0.3164958192601075,-0.0283532146919349,3.9380717486160193,422.9425947879234,0.0165360506277641,0
73.41279438146984,0.134422774314429,0.2558399773500347,0.0353007782916117,3.9640131334302753,422.9497004822581,-0.0304371063746555,3
73.30642316493984,0.0838532228472328,0.2847480200682615,0.0168683014701834,3.996735296069391,423.03809327143017,0.0178508354607377,0
73.31293395290886,0.1358419155209549,0.4451723828187819,0.029355106981898,4.0001445139115335,422.94116372610233,-0.0019770901550616,2
73.24102905127621,0.1616097669130537,0.3329367270128954,0.0232861493442657,3.9512363612424672,423.0559004828244,-0.0814716476677484,1
73.27152124962178,0.0936007896620739,0.3545984164909323,-0.0092183568808995,4.007900201117672,422.91864758724,-0.115515989096332,2
73.25827856764688,0.1106844686888776,0.373107006543915,0.0242616712809526,4.1428601478533125,422.9988164499164,-0.0071620200345757,2
73.34891697870016,0.0628707235378325,0.3525073424203186,0.054569777887983,3.935791479638457,423.0089663640799,0.1069165904494986,3
73.23986551171957,0.1779588263855757,0.4231650388973305,-0.0114407658134729,3.9901559642724336,422.94216645211645,0.0315415461300677,2
73.27992862774812,0.1350730767489272,0.2963065086896519,0.0369542216136046,3.9493405517859705,422.91608319032406,0.0874138446619476,3
73.36263821079098,0.2137211468791724,0.3398369838511685,-0.074317451876747,4.050414253607781,423.03018351214206,-0.0145847004029711,1
73.28268087616368,0.1484008732220803,0.3223662289857029,-0.0096407418976818,3.937632346852702,423.05471035737,0.0120656127490296,0
73.37854307400282,0.2104123152079826,0.3899763510405988,0.0254845951398553,4.062735410441599,423.0644079528871,-0.0677059322279048,1
73.36102497682631,0.0977279021106083,0.3550290119892504,0.0429581463738551,3.917935347241889,422.974734383937,0.0191389019471768,3
73.39536434701571,0.1762670284604579,0.2964764307632185,0.0370924082691226,3.977818860032081,423.0254984323631,-0.031180638217856,1
73.30758150162035,0.1132802539876924,0.288265945938857,-0.0080336600090691,3.9075780713765527,423.0066430762835,-0.0106656784365551,0
73.33392399057243,0.1144657706056344,0.2706408442139881,0.0126374008218502,4.026993554505915,423.02700370209817,-0.0035172380289771,0
73.32250913348174,0.1748504702272637,0.3193399660082552,0.0098343379673014,4.068025902823593,423.03987246829,-0.0316480550525873,1
73.2615645141181,0.1282542208081764,0.3015271743901463,-0.0035377477495836,3.978891315222594,422.9901787952031,0.0568741256674704,0
73.29100940397025,0.1718337978556918,0.3552290132414281,0.0395665933388449,4.098523465281652,423.0136322527618,-0.0251770076488731,1
73.29731856361084,0.2246099260022762,0.3641854794133999,-0.0006451599869612,4.002388583401697,423.0346789038632,-0.0524098790297996,1
73.28591418726995,0.1258627427800945,0.3187008361925508,-0.0970228074061256,4.000546977934347,422.9971479346374,0.0713058098097558,0
73.22289057566319,0.0896824487411243,0.2556879600884031,-0.0646779892933625,4.024907882052364,422.9229535489685,-0.0229749901840444,0
73.32461536518878,0.1129980216333772,0.3414217868611356,0.0589866414863039,3.946319340214902,423.02279935027616,0.0230849101301789,3
73.34640111926676,0.0789424887934222,0.3218335333167669,0.0600554636503609,3.966988337950056,423.0066173992591,-0.0389867590671289,3
73.34165806466956,0.11898787186098,0.3703340251244576,0.0079606256103823,3.9499192812276953,422.97161688444,0.0432219925846839,3
73.34764314193913,0.2224099676315645,0.3710559586480276,-0.0022185026130207,4.010089703512737,423.0545740304101,-0.004873827497071,1
73.32007130572086,0.1541498284610557,0.3583106281202457,0.0315502797572987,4.007547871898868,423.01780620468014,0.0101039283239586,1
73.27433304551212,0.2366161696196642,0.2123983082350463,-0.0158432320808257,3.967992996652997,423.0278705518514,0.0458110785106767,0
73.32588844545012,0.1524670054741292,0.2743810062481502,-0.0818356096564464,3.938812709314651,422.9820574131128,0.0121029360477213,0
73.31329316622856,0.1797995671239143,0.3386782191368738,-0.0151331099372541,4.042037932831243,423.03861610311895,0.0426890202473347,1
73.34218544547373,0.1911965024642388,0.3479488510893809,-0.0326682021834552,3.934284157835151,423.0109425980807,-0.0637390882426136,1
73.36095035626386,0.126029606643878,0.2475683515097546,-0.0618161615894421,3.897262419014027,423.0535007764125,-0.0195688240941038,0
73.25395269319245,0.2184054048778965,0.3026834771332478,0.1166681122094398,4.0108814818362415,423.04159845382776,-0.0723152380355199,1
73.27091735635598,0.1897706082724806,0.356712558666256,0.0163135058148058,3.971796078302449,423.02566787037625,-0.027992274578047,1
73.31720774385386,0.1210014016749943,0.3805964607499208,-0.0985463425454537,4.013764491289985,423.0695404264641,-0.035667684683559,1
73.28543704953027,0.1466553489057073,0.393924768584005,0.0039824443869201,4.068812124940715,422.9977762631983,-0.0867375905527041,2
73.32138791027147,0.0592007084611621,0.2882677852737182,-0.0249440275233316,4.00634913683353,423.0889093986026,-0.0173252548148366,0
73.44760794757829,0.1997801574062166,0.3142581754639029,0.0422639447478823,4.015954544679489,422.9791707671726,0.0905622334379194,3
73.38536459448405,0.1204895935123119,0.345340152825251,0.0666426099347945,3.9360475237882815,422.9120068442346,0.0198751951922411,3
73.34041817627511,0.1581227381694857,0.379238829465846,-0.0058337909983565,3.9546144016022233,423.0164163187721,0.1345398930020917,3
73.2630433070996,0.164249066681557,0.3115583379586018,-0.0381939329041732,3.9788182863915433,422.9608519666219,0.0597869743924798,0
73.25036270065416,0.0997673391633156,0.3189183728230463,0.0286299963148208,3.9511106468294814,423.0276403245135,0.0613183053870475,0
73.25834363845887,0.2015386220851545,0.3544355966968637,-0.0019673603417483,3.97654098240643,422.9599212963294,0.0541565122376562,3
73.23228564930518,0.0927226098570974,0.3942547604844371,-0.0752531735512903,4.009881241212509,422.9418368777276,0.0106932182953735,2
73.3248840462571,0.1661855185217118,0.3444780947252063,-0.0321268975963847,4.040101099788972,423.06448115033845,0.0728252207207419,1
73.3169818516591,0.173625990431967,0.3529068827595789,0.1077322713156344,3.987438041294143,422.9718058850116,-0.0392425524655104,3
