avg_daily_watch_count,late_night_ratio,weekend_ratio,shorts_ratio,sessions_per_day,binge_session_length,category_entropy
73.3869067386174,0.17715958432998197,0.4009156418580173,0.02562558513456753,4.016532160376074,423.0587461577892,0.051653780036380936
73.3178851184671,0.12083788127723724,0.27755997081773154,0.12423087100397762,4.063304368270939,422.9526740609584,0.05148837796208381
73.38353242102458,0.14213807544190354,0.29332203262254686,-0.018330278600115612,4.096790865058569,423.1109902978218,-0.028546305772848137
73.23012650194029,0.062451847371991887,0.3164958192601075,-0.02835321469193492,3.9380717486160193,422.94259478792344,0.01653605062776414
73.41279438146984,0.13442277431442906,0.2558399773500347,0.03530077829161177,3.9640131334302753,422.9497004822581,-0.03043710637465551
73.30642316493984,0.0838532228472328,0.28474802006826155,0.01686830147018345,3.996735296069391,423.03809327143017,0.017850835460737704
73.31293395290886,0.13584191552095495,0.4451723828187819,0.029355106981898027,4.0001445139115335,422.94116372610233,-0.001977090155061668
73.24102905127621,0.1616097669130537,0.3329367270128954,0.023286149344265778,3.9512363612424672,423.05590048282437,-0.0814716476677484
73.27152124962178,0.09360078966207393,0.3545984164909323,-0.009218356880899569,4.007900201117672,422.91864758724,-0.11551598909633205
73.25827856764688,0.11068446868887769,0.37310700654391504,0.02426167128095263,4.1428601478533125,422.9988164499164,-0.0071620200345757085
73.34891697870016,0.06287072353783256,0.3525073424203186,0.054569777887983076,3.9357914796384565,423.00896636407987,0.10691659044949862
73.23986551171957,0.1779588263855757,0.42316503889733054,-0.011440765813472906,3.9901559642724336,422.94216645211645,0.03154154613006771
73.27992862774812,0.13507307674892727,0.29630650868965197,0.036954221613604614,3.9493405517859705,422.91608319032406,0.08741384466194763
73.36263821079098,0.21372114687917249,0.33983698385116856,-0.07431745187674701,4.050414253607781,423.03018351214206,-0.014584700402971149
73.28268087616368,0.14840087322208034,0.32236622898570294,-0.009640741897681833,3.937632346852702,423.05471035736997,0.01206561274902961
73.37854307400282,0.2104123152079826,0.38997635104059886,0.025484595139855366,4.062735410441599,423.06440795288705,-0.06770593222790484
73.36102497682631,0.09772790211060839,0.35502901198925046,0.04295814637385514,3.9179353472418885,422.974734383937,0.01913890194717687
