avg_daily_watch_count,late_night_ratio,weekend_ratio,shorts_ratio,sessions_per_day,binge_session_length,category_entropy,cluster,addiction_risk_score
73.3869067386174,0.6648737099831223,0.8098725511425278,0.5573816356782337,0.4856304735622974,0.7374448021141689,0.0516537800363809,1,64.01283084859263
73.3178851184671,0.34741714399405565,0.27993522345309385,1.0,0.6760728205494377,0.20437486630498825,0.0514883779620838,3,52.45045618869394
73.38353242102458,0.4674754186538769,0.347649215369944,0.3600730194407393,0.812419752363061,1.0,-0.0285463057728481,1,58.68887648478014
73.23012650194029,0.018325003297909648,0.44720405917719286,0.3150821699183516,0.1661633020584521,0.1537210413093817,0.0165360506277641,0,18.465715295732423
73.41279438146984,0.42398822155676663,0.18662589118944695,0.600811540392871,0.27178880982213194,0.18943101722243227,-0.0304371063746555,3,37.471646560199865
73.30642316493984,0.13895358513340772,0.31081516256737984,0.5180720333860722,0.4050236031313492,0.6336528235015066,0.0178508354607377,0,38.976970531328206
73.31293395290886,0.4319871929951017,1.0,0.57412267390162,0.4189049116363375,0.14652917788953346,-0.0019770901550616,2,46.52683986972927
73.24102905127621,0.5772273610381672,0.5178343807977976,0.5468804010455333,0.2197656406821249,0.7231437388172708,-0.0814716476677484,1,53.926534051838615
73.27152124962178,0.1938956220403979,0.6108932384767467,0.4009745172826372,0.4504837346278716,0.03337334278648996,-0.115515989096332,2,29.374886853193203
73.25827856764688,0.2901875625243291,0.6904063461373877,0.5512593135974242,0.9999999999999982,0.4362654487940745,-0.0071620200345757,2,53.11648215292082
73.34891697870016,0.020685993501950994,0.6019099611321665,0.6873060219844355,0.15687873339269665,0.48727428385291205,0.1069165904494986,3,35.92099664393977
73.23986551171957,0.6693786277077378,0.9054562070075602,0.3909985915711852,0.3782345451540987,0.1515684210830841,0.0315415461300677,2,47.61577228956053
73.27992862774812,0.427653642993274,0.3604705575767262,0.6082334992891565,0.21204647542169575,0.020485854557136918,0.0874138446619476,3,35.23056657026257
73.36263821079098,0.8709524942697215,0.5474779605246751,0.10875838817927685,0.6235881549783127,0.5939019841953268,-0.0145847004029711,1,55.554176146401545
73.28268087616368,0.5027755990286957,0.47242340431300023,0.39907851988661724,0.1643741903863134,0.7171627115862975,0.0120656127490296,0,46.59333209867696
73.37854307400282,0.8523023064586732,0.7628772367503174,0.556748761281136,0.6737561955870301,0.7658983996161624,-0.0677059322279048,1,72.54087151942048
73.36102497682631,0.21715803909010056,0.6127430815019552,0.6351838532530655,0.08417393892673175,0.315239978860518,0.0191389019471768,3,36.089176980160545
73.39536434701571,0.6598428301280311,0.36120054468491447,0.6088537900869285,0.32800157150788856,0.5703569120073553,-0.031180638217856,1,54.95579691562873
73.30758150162035,0.3048186734876275,0.3259282110324486,0.40629237207108276,0.042002230278260555,0.4755984999901557,-0.0106656784365551,0,32.7031550707074
73.33392399057243,0.3115008228910713,0.2502105790049667,0.49908041130352726,0.5282261204328211,0.5779217105264252,-0.0035172380289771,0,43.80596677639082
73.32250913348174,0.651858417586169,0.4594225450770244,0.48649805240833965,0.695297487548471,0.642594254699361,-0.0316480550525873,1,59.59377669577809
73.2615645141181,0.3892192478383957,0.38289859519144076,0.4264735754708996,0.33236828611710756,0.3928565393716781,0.0568741256674704,0,39.01005785302895
73.29100940397025,0.6348549819674615,0.6136022890942754,0.6199598858599297,0.8194743787688932,0.5107229103482496,-0.0251770076488731,1,63.18724338496323
73.29731856361084,0.9323269598997257,0.6520793668701768,0.4394577928265968,0.4280420868894179,0.6164937707990248,-0.0524098790297996,1,64.22755400568022
73.28591418726995,0.3757397122192009,0.4566768363169429,0.006838828419900578,0.4205436239514544,0.42788025269373975,0.0713058098097558,0,30.875689853389577
73.22289057566319,0.17180994306200836,0.1859728233514435,0.1520279058727712,0.5197338902179585,0.055013140723986,-0.0229749901840444,0,19.71099533994306
73.32461536518878,0.3032278743967689,0.5542862917909521,0.7071323925900668,0.1997450116201076,0.5567925575933259,0.0230849101301789,3,46.450035290732394
73.34640111926676,0.11127429482948442,0.4701349378251036,0.7119301102157962,0.2839029467640426,0.47546945898693593,-0.0389867590671289,3,39.60576435972983
73.34165806466956,0.33698958934815926,0.678493587277037,0.4780873521977306,0.21440288744740776,0.29957284955480645,0.0432219925846839,3,38.054307660965655
73.34764314193913,0.9199269224038602,0.6815950216823117,0.4323953890870402,0.45939872910038737,0.7164775945202564,-0.004873827497071,1,66.44417544302587
73.32007130572086,0.5351795124274233,0.6268409407109918,0.5839763422388156,0.4490491561386154,0.5316992872435549,0.0101039283239586,1,54.29292642285334
73.27433304551212,1.0,0.0,0.3712368475525316,0.28799361449003946,0.582278101661359,0.0458110785106767,0,55.246387439391064
73.32588844545012,0.5256943019731717,0.2662783564877065,0.0750109610527982,0.16918027091290178,0.3520421804696525,0.0121029360477213,0,29.88743432347874
73.31329316622856,0.6797539395679262,0.5424998944906165,0.37442443632006067,0.5894822989668373,0.636280336892014,0.0426890202473347,1,56.746069262288316
73.34218544547373,0.7439926212809171,0.5823266319358651,0.2957130997034444,0.15074137287869682,0.4972059337724204,-0.0637390882426136,1,47.74111171900114
73.36095035626386,0.37668023827422403,0.15109089505608408,0.16487404780229764,0.0,0.711083909878198,-0.0195688240941038,0,31.154845491408967
73.25395269319245,0.8973552551572814,0.3878660845700119,0.9660523683098329,0.46262261202164545,0.6512682700845289,-0.0723152380355199,1,74.91533229017965
73.27091735635598,0.7359555867268412,0.6199756166544039,0.5155816725159534,0.30347861782221663,0.5712084301112554,-0.027992274578047,1,57.14431345080647
